Режим подачи заявки,Порядок подачи заявки,Направление,Дневная/вечерняя форма обучения,Предыдущее образование,Предыдущее образование (оценка),Вступительный балл,Перемещенный,Образовательные специальные потребности,Пол,Возраст при зачислении,Получатель стипендии,Международный статус,Уровень безработицы,Уровень инфляции,ВВП
51,1,9147,1,1,135.0,118.5,0,0,0,25,0,0,11.1,0.6,2.02
1,1,9147,1,1,153.0,146.7,0,0,0,18,0,0,11.1,0.6,2.02
1,1,9500,1,1,140.0,124.3,1,0,0,18,1,0,16.2,0.3,-0.92
1,1,9500,1,1,152.0,137.8,0,0,0,19,0,0,11.1,0.6,2.02
1,1,9238,1,1,120.0,130.2,0,0,0,18,1,0,12.4,0.5,1.79
17,1,9500,1,1,160.0,147.8,0,0,0,20,0,0,15.5,2.8,-4.06
7,1,9085,1,40,150.0,150.0,0,0,0,26,0,0,8.9,1.4,3.51
42,1,9500,1,1,100.0,100.0,1,0,0,19,1,0,10.8,1.4,1.74
1,1,9500,1,1,150.0,155.6,0,0,0,19,0,0,16.2,0.3,-0.92
43,4,9147,1,1,124.0,117.4,0,0,0,19,0,0,7.6,2.6,0.32
5,3,9085,1,1,141.0,128.8,1,0,0,19,0,0,7.6,2.6,0.32
1,1,9254,1,1,121.0,117.5,1,0,0,18,0,0,16.2,0.3,-0.92
43,1,9500,1,6,134.0,120.4,1,0,0,19,0,0,7.6,2.6,0.32
1,1,9238,1,1,134.0,130.9,0,0,0,18,0,0,13.9,-0.3,0.79
1,1,9853,1,1,132.0,125.0,1,0,0,18,0,0,9.4,-0.8,-3.12
1,1,9085,1,1,135.0,136.8,1,0,0,18,0,0,9.4,-0.8,-3.12
1,1,9853,1,1,123.0,121.6,1,0,0,18,0,0,11.1,0.6,2.02
44,1,9119,1,39,151.0,151.0,0,0,0,26,0,0,16.2,0.3,-0.92
1,1,9238,1,1,107.0,103.5,1,0,0,20,0,0,12.4,0.5,1.79
1,1,8014,0,1,126.0,119.4,0,0,0,19,0,0,12.7,3.7,-1.7
1,1,9238,1,1,133.0,134.4,1,0,0,18,1,0,9.4,-0.8,-3.12
44,1,9238,1,39,140.0,143.0,0,0,0,19,0,0,13.9,-0.3,0.79
7,1,9853,1,40,110.0,110.0,0,0,0,40,0,0,12.4,0.5,1.79
1,4,9500,1,1,141.0,132.5,1,0,0,18,1,0,9.4,-0.8,-3.12
17,1,9238,1,1,122.0,114.7,0,0,0,19,0,0,13.9,-0.3,0.79
17,1,9130,1,1,156.0,166.9,0,0,0,18,0,0,7.6,2.6,0.32
1,1,9085,1,1,129.0,125.9,1,0,0,19,0,0,9.4,-0.8,-3.12
1,1,171,1,1,188.0,178.3,1,0,0,18,0,0,15.5,2.8,-4.06
39,1,8014,0,1,120.0,117.0,1,0,0,33,0,0,12.4,0.5,1.79
39,1,9003,1,3,130.0,150.0,0,0,0,35,0,0,16.2,0.3,-0.92
42,1,9147,1,1,130.0,130.0,1,0,0,26,0,0,9.4,-0.8,-3.12
1,1,9773,1,1,140.0,135.1,1,0,0,18,0,0,9.4,-0.8,-3.12
43,1,9238,1,1,110.0,110.0,0,0,0,36,0,0,15.5,2.8,-4.06
39,1,9991,0,1,133.1,136.2,0,0,0,39,0,0,10.8,1.4,1.74
39,1,9238,1,1,120.0,116.0,0,0,0,44,0,0,12.7,3.7,-1.7
1,2,8014,0,1,96.0,100.0,0,0,0,20,0,0,9.4,-0.8,-3.12
1,1,9254,1,1,117.0,116.3,1,0,0,24,0,0,12.7,3.7,-1.7
43,1,9773,1,1,123.0,134.0,0,0,0,20,1,0,12.4,0.5,1.79
1,4,171,1,1,127.0,124.2,1,0,0,19,0,0,9.4,-0.8,-3.12
1,1,9500,1,1,151.0,134.5,0,0,0,18,1,0,7.6,2.6,0.32
1,1,9254,1,1,127.0,120.7,0,0,0,22,0,0,10.8,1.4,1.74
17,1,9085,1,1,133.0,127.1,1,0,0,18,0,0,11.1,0.6,2.02
39,1,9500,1,19,133.1,133.0,0,0,0,24,0,0,13.9,-0.3,0.79
39,1,9991,0,1,133.1,128.2,0,0,0,33,0,0,12.7,3.7,-1.7
39,1,9003,1,1,133.1,130.0,0,0,0,30,1,0,11.1,0.6,2.02
39,1,9085,1,43,160.0,172.0,0,0,0,26,0,0,8.9,1.4,3.51
17,4,9853,1,1,140.0,128.5,1,0,0,18,0,0,10.8,1.4,1.74
1,1,9773,1,1,146.0,128.5,0,0,0,19,0,0,10.8,1.4,1.74
17,4,9147,1,1,112.0,112.0,1,0,0,20,0,0,16.2,0.3,-0.92
53,1,9085,1,42,140.0,142.5,1,0,0,22,1,0,8.9,1.4,3.51
1,4,9500,1,1,136.0,133.0,1,0,0,19,0,0,7.6,2.6,0.32
1,1,9085,1,1,133.1,106.0,1,0,0,21,1,0,15.5,2.8,-4.06
1,4,9500,1,1,136.0,125.5,1,0,0,21,1,0,7.6,2.6,0.32
17,1,9085,1,1,134.0,131.2,0,0,0,19,0,0,7.6,2.6,0.32
1,1,9853,1,1,122.0,112.9,1,0,0,19,1,0,8.9,1.4,3.51
1,6,9500,1,1,138.0,124.8,1,0,0,18,0,0,12.7,3.7,-1.7
43,1,8014,0,1,160.0,140.9,0,0,0,50,0,0,16.2,0.3,-0.92
39,1,9991,0,1,130.0,148.0,0,0,0,31,1,0,13.9,-0.3,0.79
17,1,9773,1,1,161.0,148.4,0,0,0,19,1,0,15.5,2.8,-4.06
39,1,9991,0,1,140.0,129.7,0,0,0,35,0,0,13.9,-0.3,0.79
39,1,9085,1,19,133.1,128.2,0,0,0,31,0,0,12.7,3.7,-1.7
51,1,8014,0,19,133.1,104.0,0,0,0,42,0,0,11.1,0.6,2.02
18,4,9147,1,1,130.0,119.9,1,0,0,34,0,0,9.4,-0.8,-3.12
1,1,9500,1,1,152.0,141.0,1,0,0,18,1,0,12.4,0.5,1.79
17,1,9853,1,1,125.0,116.6,1,0,0,18,1,0,8.9,1.4,3.51
44,1,9085,1,39,140.0,140.0,1,0,0,21,0,0,16.2,0.3,-0.92
39,1,9500,1,19,133.1,140.0,0,0,0,26,1,0,16.2,0.3,-0.92
43,1,9500,1,1,170.0,100.0,0,0,0,20,0,0,13.9,-0.3,0.79
1,1,9238,1,1,135.0,121.0,0,0,0,19,0,0,7.6,2.6,0.32
1,1,9853,1,1,125.0,117.0,0,0,0,19,1,0,15.5,2.8,-4.06
53,1,9147,1,42,140.0,140.2,0,0,0,20,0,0,8.9,1.4,3.51
1,1,9238,1,1,124.0,129.3,0,0,0,19,0,0,7.6,2.6,0.32
1,1,9853,1,1,140.0,145.3,0,0,0,18,0,0,7.6,2.6,0.32
39,1,9991,0,3,130.0,146.2,0,0,0,28,0,0,10.8,1.4,1.74
17,1,9853,1,1,134.0,122.5,1,0,0,22,0,0,15.5,2.8,-4.06
44,1,8014,0,39,160.0,156.1,0,0,0,21,1,0,13.9,-0.3,0.79
44,1,9085,1,39,140.0,140.0,1,0,0,21,0,0,12.4,0.5,1.79
39,1,9500,1,1,150.0,140.0,0,1,0,26,0,0,16.2,0.3,-0.92
1,6,9773,1,1,141.0,128.4,1,0,0,18,0,0,7.6,2.6,0.32
17,2,9085,1,1,120.0,115.0,0,0,0,20,0,0,7.6,2.6,0.32
17,2,9085,1,1,166.0,158.7,0,0,0,18,0,0,11.1,0.6,2.02
1,4,9500,1,1,147.0,124.5,1,0,0,19,1,0,10.8,1.4,1.74
51,1,9238,1,1,121.0,111.9,1,0,0,20,0,0,12.4,0.5,1.79
44,1,9085,1,39,150.0,150.0,1,0,0,22,1,0,13.9,-0.3,0.79
17,1,9670,1,1,124.0,114.2,1,0,0,18,0,0,10.8,1.4,1.74
17,1,9147,1,1,96.0,96.0,1,0,0,19,0,0,16.2,0.3,-0.92
17,4,9070,1,1,125.0,128.9,0,0,0,18,1,0,8.9,1.4,3.51
17,1,9254,1,1,136.0,121.7,1,0,0,20,0,0,10.8,1.4,1.74
1,1,9773,1,1,120.0,114.8,1,1,0,19,0,0,7.6,2.6,0.32
1,1,9254,1,1,128.0,127.0,0,0,0,19,0,0,12.4,0.5,1.79
17,1,9500,1,1,142.0,131.3,1,0,0,19,0,0,10.8,1.4,1.74
1,1,171,1,1,135.0,137.1,1,0,0,18,0,0,12.7,3.7,-1.7
7,1,9070,1,40,120.0,120.0,1,0,0,21,0,0,13.9,-0.3,0.79
39,1,9991,0,40,140.0,139.0,0,0,0,27,0,0,8.9,1.4,3.51
17,1,9238,1,1,135.0,129.1,0,0,0,19,0,0,15.5,2.8,-4.06
39,1,9085,1,1,133.1,128.2,0,0,0,25,0,0,7.6,2.6,0.32
1,2,9500,1,1,137.0,120.8,1,0,0,18,1,0,10.8,1.4,1.74
39,1,9500,1,3,122.0,135.8,0,0,0,24,0,0,10.8,1.4,1.74
1,3,9500,1,1,128.0,118.9,1,0,0,20,0,0,13.9,-0.3,0.79
7,1,9991,0,40,140.0,140.0,0,0,0,26,0,0,12.4,0.5,1.79
1,1,9238,1,1,132.0,127.1,1,0,0,20,1,0,8.9,1.4,3.51
1,1,9085,1,1,131.0,137.0,0,0,0,18,0,0,7.6,2.6,0.32
1,1,9085,1,1,126.0,127.4,1,0,0,19,0,0,15.5,2.8,-4.06
1,1,9853,1,1,133.1,97.0,1,0,0,23,0,0,12.7,3.7,-1.7
1,4,9500,1,1,136.0,126.3,1,0,0,18,1,0,7.6,2.6,0.32
1,4,9500,1,1,140.0,127.5,0,0,0,18,0,0,12.7,3.7,-1.7
1,1,9500,1,1,135.0,126.6,0,0,0,19,1,0,11.1,0.6,2.02
42,1,9991,0,1,160.0,120.0,0,0,0,30,0,0,7.6,2.6,0.32
44,1,9085,1,39,140.0,140.0,1,0,0,29,0,0,15.5,2.8,-4.06
1,6,9500,1,1,140.0,131.5,1,0,0,19,0,0,9.4,-0.8,-3.12
17,6,9556,1,1,115.0,112.2,1,0,0,20,0,0,12.4,0.5,1.79
1,1,9500,1,1,144.0,150.5,0,0,0,20,0,0,7.6,2.6,0.32
1,4,9670,1,1,128.0,121.0,1,0,0,19,0,0,11.1,0.6,2.02
17,1,9147,1,1,116.0,112.2,1,0,0,20,0,0,10.8,1.4,1.74
1,2,9085,1,1,135.0,129.4,1,0,0,21,0,0,10.8,1.4,1.74
17,1,9670,1,1,121.0,114.4,0,0,0,19,0,0,11.1,0.6,2.02
1,3,9500,1,1,134.0,120.3,1,0,0,18,1,0,10.8,1.4,1.74
39,1,8014,0,1,120.0,120.0,0,0,0,27,1,0,15.5,2.8,-4.06
17,2,9147,1,1,125.0,114.5,1,0,0,19,1,0,12.4,0.5,1.79
1,1,9500,1,1,141.0,127.8,0,0,0,19,1,0,7.6,2.6,0.32
1,1,9773,1,1,140.0,124.6,1,0,0,19,0,0,15.5,2.8,-4.06
1,6,9500,1,1,144.0,130.3,1,0,0,18,1,0,12.7,3.7,-1.7
17,1,9254,1,1,122.0,118.2,0,0,0,20,1,0,12.4,0.5,1.79
1,1,9670,1,1,130.0,118.8,0,0,0,18,1,0,12.7,3.7,-1.7
1,5,9670,1,1,133.1,133.0,1,0,0,19,0,0,7.6,2.6,0.32
39,1,9500,1,19,133.1,129.0,1,0,0,36,0,0,7.6,2.6,0.32
43,1,9556,1,1,147.0,100.0,0,0,0,18,0,0,10.8,1.4,1.74
43,1,9130,1,1,127.0,120.7,1,0,0,18,0,0,12.7,3.7,-1.7
17,6,9500,1,1,136.0,132.5,1,0,0,19,0,0,12.7,3.7,-1.7
1,5,9500,1,1,127.0,120.3,1,0,0,18,1,0,10.8,1.4,1.74
17,1,9670,1,1,123.0,114.6,0,0,0,18,0,0,9.4,-0.8,-3.12
1,1,9238,1,1,128.0,116.5,1,0,0,19,1,0,12.4,0.5,1.79
1,1,9500,1,1,128.0,127.8,0,0,0,19,1,0,13.9,-0.3,0.79
1,2,9500,1,1,140.0,129.9,1,0,0,18,0,0,15.5,2.8,-4.06
1,2,9773,1,1,121.0,118.9,1,0,0,20,0,0,11.1,0.6,2.02
1,3,9254,1,1,122.0,114.3,1,0,0,20,1,0,12.4,0.5,1.79
18,1,9500,1,1,126.0,114.8,1,0,0,20,0,0,10.8,1.4,1.74
1,4,9500,1,1,135.0,123.0,1,0,0,18,1,0,10.8,1.4,1.74
1,2,9500,1,1,131.0,122.1,1,0,0,18,0,0,15.5,2.8,-4.06
17,4,9085,1,1,140.0,123.7,0,0,0,19,0,0,9.4,-0.8,-3.12
1,3,9147,1,1,131.0,132.4,1,0,0,19,0,0,9.4,-0.8,-3.12
39,1,8014,0,1,130.0,114.8,0,0,0,44,0,0,7.6,2.6,0.32
7,1,9003,1,3,130.0,130.0,0,0,0,32,0,0,12.4,0.5,1.79
43,1,9853,1,1,140.0,122.3,0,0,0,22,0,0,12.7,3.7,-1.7
39,1,9003,1,1,130.0,152.4,1,0,0,36,0,0,8.9,1.4,3.51
17,1,9773,1,1,125.0,120.1,0,0,0,18,1,0,16.2,0.3,-0.92
1,1,9130,1,1,160.0,155.1,1,0,0,20,0,0,12.7,3.7,-1.7
51,1,9070,1,1,130.0,124.5,0,0,0,20,1,0,11.1,0.6,2.02
17,1,9238,1,1,144.0,126.9,0,0,0,19,0,0,15.5,2.8,-4.06
39,1,9147,1,19,133.1,153.2,1,0,0,24,0,0,12.4,0.5,1.79
17,1,9238,1,1,148.0,129.8,0,0,0,20,0,0,15.5,2.8,-4.06
43,1,8014,0,1,133.1,135.0,0,0,0,27,0,0,10.8,1.4,1.74
1,1,9853,1,1,133.0,131.3,1,0,0,20,0,0,15.5,2.8,-4.06
43,6,9238,1,1,129.0,125.2,0,0,0,23,1,0,9.4,-0.8,-3.12
1,5,9500,1,1,144.0,141.3,1,0,0,18,1,0,9.4,-0.8,-3.12
17,1,9238,1,1,120.0,117.1,1,0,0,18,1,0,12.7,3.7,-1.7
17,3,9500,1,1,144.0,126.5,1,0,0,20,1,0,10.8,1.4,1.74
1,1,9254,1,1,132.0,120.1,0,0,0,20,1,0,13.9,-0.3,0.79
1,1,9670,1,1,142.0,128.4,0,0,0,23,0,0,11.1,0.6,2.02
1,2,9500,1,1,136.0,140.0,1,0,0,20,0,0,7.6,2.6,0.32
39,1,9254,1,9,133.1,110.0,1,0,0,28,0,0,7.6,2.6,0.32
1,1,9670,1,1,122.0,116.8,1,0,0,21,0,0,7.6,2.6,0.32
1,2,9556,1,1,133.1,104.5,1,0,0,21,0,0,12.4,0.5,1.79
7,1,9500,1,3,140.0,140.0,0,0,0,28,0,0,7.6,2.6,0.32
1,1,9500,1,1,117.0,113.2,0,1,0,18,0,0,16.2,0.3,-0.92
17,1,9238,1,1,128.0,118.6,1,0,0,21,1,0,8.9,1.4,3.51
1,1,9500,1,1,136.0,123.8,0,0,0,19,0,0,13.9,-0.3,0.79
18,6,9500,1,1,141.0,126.7,1,0,0,18,1,0,12.7,3.7,-1.7
1,3,9500,1,1,130.0,133.8,0,0,0,19,0,0,7.6,2.6,0.32
44,1,9085,1,39,140.0,140.0,0,0,0,20,0,0,13.9,-0.3,0.79
1,3,9500,1,1,102.0,100.6,1,0,0,20,1,0,12.4,0.5,1.79
17,1,9853,1,1,126.0,132.7,0,0,0,18,1,0,10.8,1.4,1.74
43,2,9670,1,1,125.0,106.6,1,0,0,20,0,0,10.8,1.4,1.74
39,1,9670,1,1,120.0,140.4,0,0,0,31,0,0,13.9,-0.3,0.79
17,3,9500,1,1,132.0,128.3,1,0,0,19,1,0,15.5,2.8,-4.06
1,3,9500,1,1,128.0,118.6,1,0,0,19,1,0,13.9,-0.3,0.79
1,1,9070,1,1,115.0,123.4,0,0,0,23,0,0,13.9,-0.3,0.79
1,1,9670,1,1,125.0,124.0,0,0,0,19,0,0,12.4,0.5,1.79
1,6,9500,1,1,137.0,121.3,1,0,0,20,0,0,7.6,2.6,0.32
1,1,9085,1,1,101.0,101.0,1,0,0,22,0,0,12.4,0.5,1.79
1,1,9853,1,1,126.0,116.9,1,1,0,18,0,0,13.9,-0.3,0.79
7,3,9130,1,3,130.0,130.0,0,0,0,27,0,0,12.7,3.7,-1.7
39,1,9556,1,19,100.0,120.0,0,0,0,29,0,0,12.7,3.7,-1.7
17,1,9254,1,1,122.0,130.4,1,0,0,18,0,0,11.1,0.6,2.02
17,1,9070,1,1,126.0,118.7,0,0,0,18,0,0,16.2,0.3,-0.92
17,1,9500,1,1,128.0,131.5,0,0,0,18,0,0,9.4,-0.8,-3.12
17,3,9085,1,1,134.0,120.4,1,0,0,20,0,0,9.4,-0.8,-3.12
17,2,9254,1,1,128.0,129.1,1,0,0,18,0,0,11.1,0.6,2.02
1,1,9070,1,1,125.0,132.0,0,0,0,18,0,0,13.9,-0.3,0.79
7,2,9085,1,3,130.0,130.0,0,0,0,28,0,0,10.8,1.4,1.74
1,2,9500,1,1,135.0,132.8,1,0,0,18,1,0,12.7,3.7,-1.7
39,1,9500,1,19,133.1,143.7,0,0,0,27,0,0,12.4,0.5,1.79
39,1,33,1,1,140.0,152.8,0,0,0,26,0,0,16.2,0.3,-0.92
1,2,9773,1,1,138.0,133.5,1,0,0,18,0,0,12.7,3.7,-1.7
1,1,9130,1,1,150.0,146.2,0,0,0,18,0,0,9.4,-0.8,-3.12
1,2,9147,1,1,125.0,115.2,0,1,0,21,0,0,15.5,2.8,-4.06
1,2,9070,1,1,121.0,120.7,1,0,0,18,0,0,9.4,-0.8,-3.12
39,1,8014,0,1,120.0,101.8,0,0,0,32,0,0,10.8,1.4,1.74
39,2,9670,1,1,140.0,100.0,0,0,0,28,0,0,7.6,2.6,0.32
39,1,9991,0,1,100.0,121.9,0,0,0,40,0,0,12.7,3.7,-1.7
18,2,8014,0,1,140.0,120.4,0,0,0,39,0,0,9.4,-0.8,-3.12
18,2,9238,1,1,140.0,120.4,0,0,0,39,0,0,9.4,-0.8,-3.12
39,1,9003,1,1,120.0,148.8,0,0,0,50,0,0,8.9,1.4,3.51
17,2,9853,1,1,138.0,123.0,1,0,0,23,0,0,10.8,1.4,1.74
39,1,8014,0,19,133.1,100.0,0,0,0,48,0,0,9.4,-0.8,-3.12
17,2,9853,1,1,118.0,112.1,1,0,0,23,0,0,7.6,2.6,0.32
1,6,9500,1,1,135.0,126.8,1,0,0,18,1,0,10.8,1.4,1.74
17,1,9130,1,1,130.0,115.9,0,0,0,18,0,0,9.4,-0.8,-3.12
15,1,9238,1,1,150.0,132.5,1,0,0,20,0,1,13.9,-0.3,0.79
18,3,9085,1,1,149.0,132.2,1,0,0,18,1,1,10.8,1.4,1.74
1,1,9556,1,1,180.0,183.5,1,0,0,18,0,1,16.2,0.3,-0.92
43,1,9119,1,1,133.1,136.0,0,0,1,31,0,0,16.2,0.3,-0.92
39,1,9119,1,19,133.1,100.9,1,0,1,24,0,0,10.8,1.4,1.74
39,1,171,1,1,145.0,114.5,1,0,1,24,0,0,9.4,-0.8,-3.12
39,1,9147,1,1,110.0,110.3,0,0,1,26,0,0,10.8,1.4,1.74
1,1,9130,1,1,154.0,137.2,1,0,1,18,0,0,16.2,0.3,-0.92
17,1,9147,1,1,126.0,116.9,0,0,1,19,1,0,12.7,3.7,-1.7
17,1,9670,1,1,133.0,121.8,1,0,1,22,0,0,13.9,-0.3,0.79
1,2,9500,1,1,145.0,127.3,1,0,1,18,0,0,10.8,1.4,1.74
44,1,9070,1,39,120.0,120.0,0,0,1,20,0,0,16.2,0.3,-0.92
44,1,171,1,39,150.0,150.0,0,0,1,25,0,0,15.5,2.8,-4.06
43,1,9991,0,1,150.0,100.0,1,0,1,24,0,0,13.9,-0.3,0.79
39,1,9119,1,1,150.0,150.0,1,0,1,27,0,0,8.9,1.4,3.51
17,1,9254,1,1,127.0,116.9,0,0,1,21,0,0,15.5,2.8,-4.06
44,1,9003,1,39,140.0,140.0,1,0,1,21,0,0,12.4,0.5,1.79
18,3,9773,1,1,128.0,122.1,1,0,1,19,0,0,10.8,1.4,1.74
39,1,9500,1,1,127.0,160.0,0,0,1,28,0,0,16.2,0.3,-0.92
1,1,9147,1,1,117.0,118.4,0,0,1,20,0,0,7.6,2.6,0.32
44,1,9003,1,39,150.0,150.0,0,0,1,21,1,0,15.5,2.8,-4.06
1,1,9500,1,1,154.0,144.9,0,0,1,18,1,0,16.2,0.3,-0.92
17,2,9119,1,1,127.0,121.1,1,0,1,18,1,0,8.9,1.4,3.51
1,2,9147,1,1,133.0,121.8,0,0,1,20,0,0,15.5,2.8,-4.06
39,1,9119,1,40,120.0,146.8,0,0,1,25,0,0,16.2,0.3,-0.92
1,1,9670,1,1,133.1,138.0,0,0,1,22,0,0,11.1,0.6,2.02
1,1,9500,1,1,149.0,138.0,0,0,1,18,0,0,9.4,-0.8,-3.12
17,2,9147,1,1,125.0,116.3,1,0,1,19,0,0,13.9,-0.3,0.79
1,5,9119,1,1,126.0,122.5,1,0,1,19,0,0,12.4,0.5,1.79
39,1,9773,1,19,133.1,115.0,1,0,1,25,0,0,12.7,3.7,-1.7
43,1,9070,1,1,115.0,115.0,0,0,1,21,0,0,15.5,2.8,-4.06
17,3,9119,1,1,117.0,119.8,1,0,1,19,0,0,11.1,0.6,2.02
17,2,9147,1,1,133.1,95.0,0,0,1,20,0,0,11.1,0.6,2.02
44,1,9003,1,39,150.0,150.0,0,0,1,25,0,0,15.5,2.8,-4.06
17,1,9147,1,1,130.0,117.8,1,0,1,20,0,0,10.8,1.4,1.74
1,1,171,1,1,161.0,144.2,1,0,1,18,0,0,7.6,2.6,0.32
44,1,9254,1,39,130.0,130.0,1,0,1,23,0,0,8.9,1.4,3.51
42,1,9500,1,1,111.0,128.2,1,0,1,23,0,0,9.4,-0.8,-3.12
53,1,9003,1,42,140.0,135.3,0,0,1,21,0,0,8.9,1.4,3.51
1,1,9130,1,1,132.0,143.9,1,0,1,20,0,0,9.4,-0.8,-3.12
39,1,9991,0,1,139.0,140.7,0,0,1,25,0,0,12.4,0.5,1.79
1,1,9130,1,1,132.0,130.4,1,0,1,18,0,0,8.9,1.4,3.51
1,6,9070,1,6,119.0,123.2,1,0,1,22,0,0,10.8,1.4,1.74
39,1,9670,1,1,133.1,118.0,0,0,1,27,0,0,8.9,1.4,3.51
39,1,9003,1,19,133.1,120.0,0,0,1,25,0,0,16.2,0.3,-0.92
17,4,9119,1,1,129.0,118.9,1,0,1,18,0,0,7.6,2.6,0.32
17,1,9085,1,1,128.0,117.2,0,0,1,20,0,0,12.7,3.7,-1.7
39,1,9003,1,1,120.0,120.0,0,0,1,27,0,0,16.2,0.3,-0.92
1,1,8014,0,1,130.0,118.1,0,0,1,20,0,0,7.6,2.6,0.32
1,1,9147,1,1,130.0,124.8,1,0,1,22,0,0,7.6,2.6,0.32
17,6,9119,1,1,111.0,106.5,1,0,1,19,0,0,12.4,0.5,1.79
1,6,9147,1,1,121.0,116.8,0,0,1,20,0,0,13.9,-0.3,0.79
43,4,171,1,1,117.0,109.3,0,0,1,19,0,0,9.4,-0.8,-3.12
39,1,9085,1,9,133.1,120.0,1,0,1,29,0,0,9.4,-0.8,-3.12
1,2,9500,1,1,149.0,137.5,0,0,1,19,0,0,12.7,3.7,-1.7
39,2,9991,0,1,172.0,150.0,1,0,0,28,1,0,9.4,-0.8,-3.12
1,1,9238,1,1,134.0,120.4,0,0,0,20,0,0,7.6,2.6,0.32
1,4,9070,1,1,136.0,136.7,1,0,0,20,0,0,10.8,1.4,1.74
39,1,8014,0,1,133.1,118.5,1,0,0,31,0,0,7.6,2.6,0.32
17,5,9500,1,1,141.0,133.0,1,0,0,18,0,0,13.9,-0.3,0.79
17,1,9670,1,1,141.0,128.8,1,0,0,19,0,0,8.9,1.4,3.51
1,1,9147,1,1,148.0,133.0,1,0,0,18,0,0,13.9,-0.3,0.79
17,1,9254,1,1,102.0,102.0,0,0,0,19,0,0,10.8,1.4,1.74
1,1,9147,1,1,143.0,133.9,0,0,0,18,1,0,12.7,3.7,-1.7
17,1,9085,1,1,120.0,127.0,0,0,0,19,0,0,7.6,2.6,0.32
17,1,9773,1,1,121.0,120.4,1,0,0,18,1,0,15.5,2.8,-4.06
1,3,9254,1,1,122.0,124.5,1,0,0,19,0,0,7.6,2.6,0.32
1,4,9556,1,1,122.0,123.9,0,0,0,19,0,0,13.9,-0.3,0.79
1,2,9670,1,1,123.0,117.8,1,0,0,18,0,0,10.8,1.4,1.74
1,1,9500,1,1,133.0,126.7,0,0,0,19,0,0,16.2,0.3,-0.92
44,1,9670,1,39,110.0,110.0,0,0,0,20,1,0,11.1,0.6,2.02
17,1,9670,1,1,155.0,134.7,1,0,0,20,0,0,12.7,3.7,-1.7
17,1,9003,1,1,119.0,113.2,0,0,0,20,0,0,11.1,0.6,2.02
39,1,9991,0,3,120.0,141.0,0,0,0,29,0,0,10.8,1.4,1.74
17,1,9853,1,1,133.1,111.5,0,0,0,20,1,0,7.6,2.6,0.32
39,1,9853,1,1,143.0,140.0,0,0,0,31,0,0,8.9,1.4,3.51
17,1,9670,1,1,149.0,134.3,0,1,0,20,0,0,10.8,1.4,1.74
17,1,9003,1,1,133.0,125.3,1,0,0,21,0,0,15.5,2.8,-4.06
7,1,9130,1,3,140.0,140.0,1,0,0,23,0,0,12.4,0.5,1.79
17,5,9070,1,1,122.0,119.6,0,0,0,21,0,0,10.8,1.4,1.74
7,1,9500,1,40,170.0,170.0,0,0,0,24,0,0,16.2,0.3,-0.92
39,1,8014,0,1,120.0,150.5,0,0,0,27,0,0,15.5,2.8,-4.06
1,1,9500,1,1,143.0,128.0,0,0,0,18,1,0,13.9,-0.3,0.79
1,3,171,1,1,115.0,108.7,1,0,0,21,0,0,9.4,-0.8,-3.12
17,1,9130,1,1,123.0,121.6,1,0,0,19,1,0,7.6,2.6,0.32
1,6,9500,1,1,131.0,125.3,1,0,0,19,1,0,10.8,1.4,1.74
17,1,9085,1,1,127.0,117.6,0,0,0,18,0,0,12.4,0.5,1.79
43,3,9500,1,1,126.0,124.3,1,0,0,18,1,0,7.6,2.6,0.32
1,2,9853,1,1,112.0,106.1,1,0,0,20,1,0,8.9,1.4,3.51
1,1,8014,0,1,150.0,139.9,1,0,0,24,0,0,9.4,-0.8,-3.12
1,1,9070,1,1,116.0,110.8,1,0,0,20,0,0,12.4,0.5,1.79
17,3,9147,1,1,118.0,118.0,0,0,0,20,0,0,12.4,0.5,1.79
1,1,9500,1,1,130.0,117.8,1,0,0,19,1,0,12.7,3.7,-1.7
1,6,9500,1,1,144.0,127.5,1,0,0,18,1,0,12.7,3.7,-1.7
17,2,9238,1,3,105.0,129.7,1,0,0,20,1,0,9.4,-0.8,-3.12
17,1,9500,1,1,143.0,130.6,1,0,0,20,0,0,16.2,0.3,-0.92
17,2,9500,1,1,137.0,126.3,1,0,0,19,1,0,11.1,0.6,2.02
44,1,9085,1,39,140.0,140.0,1,0,0,19,0,0,12.4,0.5,1.79
1,1,9773,1,1,133.1,105.0,1,0,0,20,0,0,12.7,3.7,-1.7
17,2,9147,1,1,116.0,114.6,1,0,0,19,0,0,13.9,-0.3,0.79
17,5,9853,1,1,117.0,114.6,1,0,0,19,0,0,9.4,-0.8,-3.12
17,1,9500,1,1,137.0,131.0,1,0,0,18,1,0,9.4,-0.8,-3.12
17,4,9070,1,1,116.0,109.0,0,0,0,23,1,0,11.1,0.6,2.02
1,1,9853,1,1,133.1,132.0,1,0,0,21,0,0,12.7,3.7,-1.7
44,1,8014,0,39,130.0,130.0,1,0,0,23,0,0,11.1,0.6,2.02
1,3,9500,1,1,106.0,109.5,1,0,0,19,0,0,13.9,-0.3,0.79
17,2,9773,1,1,125.0,115.9,1,0,0,18,0,0,12.4,0.5,1.79
1,1,9773,1,1,134.0,131.6,1,1,0,19,0,0,10.8,1.4,1.74
39,1,9500,1,1,133.1,120.0,0,0,0,25,1,0,12.7,3.7,-1.7
1,2,9853,1,1,117.0,109.7,1,0,0,19,0,0,9.4,-0.8,-3.12
